"Thou art worthy, O Lord our God, *", "congregation", "hangingIndent"
"to receive splendor and honor and kingly power,", "congregation", "indent"
"For thou hast created everything that is, *", "congregation", "hangingIndent"
"and by thy will they were created and have their being;", "congregation", "indent"
"And thine by right, O Lamb that was slain, *", "congregation", "hangingIndent"
"for with thy blood thou hast redeemed for God,", "congregation", "indent"
"From every family, language, people, and nation, *", "congregation", "hangingIndent"
"a kingdom of priests to serve our God.", "congregation", "indent"
"And so, to him that sitteth upon the throne, *", "congregation", "hangingIndent"
"and to Christ the Lamb,", "congregation", "indent"
"Be worship and praise, dominion and splendor, *", "congregation", "hangingIndent"
"for ever and for evermore. Amen.", "congregation", "indent"
